"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/01/2024 10:00:00 - 03/01/2024 11:00:00","BZN|FI","Without Sequence","98.93","",""
"03/01/2024 11:00:00 - 03/01/2024 12:00:00","BZN|FI","Without Sequence","129.91","",""
"03/01/2024 12:00:00 - 03/01/2024 13:00:00","BZN|FI","Without Sequence","118.79","",""
"03/01/2024 13:00:00 - 03/01/2024 14:00:00","BZN|FI","Without Sequence","97.05","",""
"03/01/2024 14:00:00 - 03/01/2024 15:00:00","BZN|FI","Without Sequence","96.19","",""
"03/01/2024 15:00:00 - 03/01/2024 16:00:00","BZN|FI","Without Sequence","119.02","",""
"03/01/2024 16:00:00 - 03/01/2024 17:00:00","BZN|FI","Without Sequence","129.91","",""
"03/01/2024 17:00:00 - 03/01/2024 18:00:00","BZN|FI","Without Sequence","147.62","",""
"03/01/2024 18:00:00 - 03/01/2024 19:00:00","BZN|FI","Without Sequence","118.80","",""
"03/01/2024 19:00:00 - 03/01/2024 20:00:00","BZN|FI","Without Sequence","99.12","",""
"03/01/2024 20:00:00 - 03/01/2024 21:00:00","BZN|FI","Without Sequence","85.82","",""
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","BZN|FI","Without Sequence","99.95","",""
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","BZN|FI","Without Sequence","86.97","",""
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","BZN|FI","Without Sequence","58.40","",""
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","BZN|FI","Without Sequence","129.25","",""
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","BZN|FI","Without Sequence","106.34","",""
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","BZN|FI","Without Sequence","94.42","",""
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","BZN|FI","Without Sequence","97.79","",""
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","BZN|FI","Without Sequence","121.44","",""
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","BZN|FI","Without Sequence","180.21","",""
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","BZN|FI","Without Sequence","300.00","",""
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","BZN|FI","Without Sequence","379.25","",""
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","BZN|FI","Without Sequence","299.99","",""
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","BZN|FI","Without Sequence","300.00","",""
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","BZN|FI","Without Sequence","300.07","",""
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","BZN|FI","Without Sequence","300.00","",""
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","BZN|FI","Without Sequence","299.99","",""
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","BZN|FI","Without Sequence","296.18","",""
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","BZN|FI","Without Sequence","299.99","",""
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","BZN|FI","Without Sequence","362.14","",""
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","BZN|FI","Without Sequence","300.00","",""
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","BZN|FI","Without Sequence","299.99","",""
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","BZN|FI","Without Sequence","249.96","",""
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","BZN|FI","Without Sequence","203.72","",""
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","BZN|FI","Without Sequence","149.99","",""
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","BZN|FI","Without Sequence","150.00","",""
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","BZN|FI","Without Sequence","143.09","",""
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","BZN|FI","Without Sequence","111.11","",""
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","BZN|FI","Without Sequence","169.99","",""
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","BZN|FI","Without Sequence","150.07","",""
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","BZN|FI","Without Sequence","150.06","",""
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","BZN|FI","Without Sequence","150.07","",""
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","BZN|FI","Without Sequence","150.09","",""
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|FI","Without Sequence","350.00","",""
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|FI","Without Sequence","999.94","",""
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|FI","Without Sequence","1478.91","",""
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|FI","Without Sequence","1251.67","",""
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|FI","Without Sequence","1000.00","",""
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|FI","Without Sequence","999.98","",""
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|FI","Without Sequence","800.00","",""
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|FI","Without Sequence","999.91","",""
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|FI","Without Sequence","899.06","",""
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|FI","Without Sequence","999.97","",""
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|FI","Without Sequence","1696.31","",""
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|FI","Without Sequence","1758.00","",""
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|FI","Without Sequence","1478.95","",""
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|FI","Without Sequence","1896.00","",""
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|FI","Without Sequence","1754.00","",""
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|FI","Without Sequence","990.09","",""
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|FI","Without Sequence","749.95","",""
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|FI","Without Sequence","300.01","",""
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|FI","Without Sequence","200.00","",""
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|FI","Without Sequence","111.19","",""
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|FI","Without Sequence","113.98","",""
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|FI","Without Sequence","110.62","",""
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|FI","Without Sequence","113.51","",""
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|FI","Without Sequence","141.69","",""
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|FI","Without Sequence","156.85","",""
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|FI","Without Sequence","132.92","",""
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|FI","Without Sequence","147.75","",""
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|FI","Without Sequence","181.87","",""
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|FI","Without Sequence","184.00","",""
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|FI","Without Sequence","176.37","",""
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|FI","Without Sequence","176.81","",""
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|FI","Without Sequence","178.09","",""
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|FI","Without Sequence","161.34","",""
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|FI","Without Sequence","184.00","",""
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|FI","Without Sequence","200.00","",""
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|FI","Without Sequence","299.99","",""
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|FI","Without Sequence","244.45","",""
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|FI","Without Sequence","200.00","",""
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|FI","Without Sequence","179.78","",""
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|FI","Without Sequence","164.51","",""
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|FI","Without Sequence","176.17","",""
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|FI","Without Sequence","159.15","",""
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|FI","Without Sequence","120.76","",""
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|FI","Without Sequence","93.71","",""
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|FI","Without Sequence","128.69","",""
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|FI","Without Sequence","104.00","",""
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|FI","Without Sequence","93.20","",""
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|FI","Without Sequence","93.19","",""
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|FI","Without Sequence","93.19","",""
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|FI","Without Sequence","84.99","",""
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|FI","Without Sequence","96.89","",""
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|FI","Without Sequence","93.20","",""
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|FI","Without Sequence","118.35","",""
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|FI","Without Sequence","97.53","",""
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|FI","Without Sequence","93.19","",""
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|FI","Without Sequence","91.50","",""
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|FI","Without Sequence","87.52","",""
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|FI","Without Sequence","87.23","",""
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|FI","Without Sequence","90.64","",""
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|FI","Without Sequence","96.21","",""
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|FI","Without Sequence","104.27","",""
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|FI","Without Sequence","106.09","",""
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|FI","Without Sequence","103.55","",""
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|FI","Without Sequence","87.86","",""
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|FI","Without Sequence","93.31","",""
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|FI","Without Sequence","86.42","",""
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|FI","Without Sequence","62.66","",""
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|FI","Without Sequence","79.94","",""
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|FI","Without Sequence","81.39","",""
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|FI","Without Sequence","81.82","",""
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|FI","Without Sequence","79.11","",""
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|FI","Without Sequence","78.48","",""
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|FI","Without Sequence","82.10","",""
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|FI","Without Sequence","94.30","",""
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|FI","Without Sequence","111.22","",""
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|FI","Without Sequence","121.11","",""
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|FI","Without Sequence","120.73","",""
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|FI","Without Sequence","113.90","",""
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|FI","Without Sequence","139.05","",""
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|FI","Without Sequence","161.05","",""
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|FI","Without Sequence","137.91","",""
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|FI","Without Sequence","167.20","",""
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|FI","Without Sequence","162.52","",""
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|FI","Without Sequence","129.93","",""
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|FI","Without Sequence","132.31","",""
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|FI","Without Sequence","130.01","",""
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|FI","Without Sequence","122.12","",""
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|FI","Without Sequence","114.21","",""
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|FI","Without Sequence","99.85","",""
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|FI","Without Sequence","81.50","",""
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|FI","Without Sequence","49.99","",""
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|FI","Without Sequence","27.71","",""
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|FI","Without Sequence","26.73","",""
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|FI","Without Sequence","26.33","",""
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|FI","Without Sequence","26.27","",""
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|FI","Without Sequence","26.88","",""
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|FI","Without Sequence","38.00","",""
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|FI","Without Sequence","69.58","",""
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|FI","Without Sequence","80.72","",""
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|FI","Without Sequence","75.43","",""
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|FI","Without Sequence","74.50","",""
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|FI","Without Sequence","81.26","",""
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|FI","Without Sequence","74.73","",""
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|FI","Without Sequence","71.40","",""
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|FI","Without Sequence","79.16","",""
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|FI","Without Sequence","84.88","",""
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|FI","Without Sequence","90.11","",""
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|FI","Without Sequence","78.03","",""
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|FI","Without Sequence","94.99","",""
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|FI","Without Sequence","133.53","",""
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|FI","Without Sequence","126.38","",""
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|FI","Without Sequence","116.51","",""
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|FI","Without Sequence","99.96","",""
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|FI","Without Sequence","89.98","",""
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|FI","Without Sequence","50.92","",""
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|FI","Without Sequence","37.99","",""
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|FI","Without Sequence","34.60","",""
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|FI","Without Sequence","27.99","",""
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|FI","Without Sequence","27.40","",""
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|FI","Without Sequence","32.11","",""
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|FI","Without Sequence","80.00","",""
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|FI","Without Sequence","82.74","",""
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|FI","Without Sequence","96.89","",""
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|FI","Without Sequence","100.03","",""
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|FI","Without Sequence","79.98","",""
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|FI","Without Sequence","50.07","",""
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|FI","Without Sequence","36.90","",""
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|FI","Without Sequence","32.98","",""
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|FI","Without Sequence","27.80","",""
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|FI","Without Sequence","27.43","",""
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|FI","Without Sequence","26.87","",""
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|FI","Without Sequence","26.32","",""
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|FI","Without Sequence","26.54","",""
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|FI","Without Sequence","25.94","",""
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|FI","Without Sequence","25.39","",""
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|FI","Without Sequence","25.09","",""
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|FI","Without Sequence","25.32","",""
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|FI","Without Sequence","24.43","",""
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|FI","Without Sequence","21.50","",""
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|FI","Without Sequence","21.09","",""
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|FI","Without Sequence","21.85","",""
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|FI","Without Sequence","24.39","",""
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|FI","Without Sequence","27.01","",""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|FI","Without Sequence","28.77","",""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|FI","Without Sequence","34.36","",""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|FI","Without Sequence","41.94","",""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|FI","Without Sequence","53.51","",""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|FI","Without Sequence","69.38","",""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|FI","Without Sequence","89.57","",""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|FI","Without Sequence","110.01","",""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|FI","Without Sequence","103.29","",""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|FI","Without Sequence","96.30","",""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|FI","Without Sequence","99.00","",""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|FI","Without Sequence","105.98","",""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|FI","Without Sequence","124.10","",""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|FI","Without Sequence","141.86","",""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|FI","Without Sequence","155.00","",""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|FI","Without Sequence","200.00","",""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|FI","Without Sequence","145.44","",""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|FI","Without Sequence","123.51","",""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|FI","Without Sequence","108.20","",""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|FI","Without Sequence","100.00","",""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|FI","Without Sequence","96.97","",""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|FI","Without Sequence","90.94","",""
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|FI","Without Sequence","88.13","",""
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|FI","Without Sequence","86.30","",""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|FI","Without Sequence","86.85","",""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|FI","Without Sequence","92.24","",""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|FI","Without Sequence","103.41","",""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|FI","Without Sequence","124.50","",""
"12/01/2024 07:00:00 - 12/01/2024 08:00:00","BZN|FI","Without Sequence","137.15","",""
"12/01/2024 08:00:00 - 12/01/2024 09:00:00","BZN|FI","Without Sequence","140.74","",""
"12/01/2024 09:00:00 - 12/01/2024 10:00:00","BZN|FI","Without Sequence","134.96","",""
"12/01/2024 10:00:00 - 12/01/2024 11:00:00","BZN|FI","Without Sequence","150.03","",""
"12/01/2024 11:00:00 - 12/01/2024 12:00:00","BZN|FI","Without Sequence","136.48","",""
