"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"04/01/2021 15:00:00 - 04/01/2021 16:00:00","BZN|FI","Without Sequence","58.03","",""
"04/01/2021 16:00:00 - 04/01/2021 17:00:00","BZN|FI","Without Sequence","60.50","",""
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|FI","Without Sequence","65.22","",""
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|FI","Without Sequence","60.05","",""
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|FI","Without Sequence","53.73","",""
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|FI","Without Sequence","37.68","",""
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|FI","Without Sequence","38.49","",""
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|FI","Without Sequence","30.95","",""
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|FI","Without Sequence","27.35","",""
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|FI","Without Sequence","27.81","",""
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|FI","Without Sequence","27.45","",""
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|FI","Without Sequence","27.08","",""
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|FI","Without Sequence","27.14","",""
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|FI","Without Sequence","27.79","",""
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|FI","Without Sequence","29.81","",""
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|FI","Without Sequence","35.78","",""
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|FI","Without Sequence","53.64","",""
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|FI","Without Sequence","60.00","",""
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|FI","Without Sequence","60.12","",""
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|FI","Without Sequence","61.18","",""
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|FI","Without Sequence","62.46","",""
"05/01/2021 12:00:00 - 05/01/2021 13:00:00","BZN|FI","Without Sequence","61.48","",""
"05/01/2021 13:00:00 - 05/01/2021 14:00:00","BZN|FI","Without Sequence","62.29","",""
"05/01/2021 14:00:00 - 05/01/2021 15:00:00","BZN|FI","Without Sequence","62.04","",""
"05/01/2021 15:00:00 - 05/01/2021 16:00:00","BZN|FI","Without Sequence","62.51","",""
"05/01/2021 16:00:00 - 05/01/2021 17:00:00","BZN|FI","Without Sequence","64.26","",""
"05/01/2021 17:00:00 - 05/01/2021 18:00:00","BZN|FI","Without Sequence","65.60","",""
"05/01/2021 18:00:00 - 05/01/2021 19:00:00","BZN|FI","Without Sequence","60.13","",""
"05/01/2021 19:00:00 - 05/01/2021 20:00:00","BZN|FI","Without Sequence","54.66","",""
"05/01/2021 20:00:00 - 05/01/2021 21:00:00","BZN|FI","Without Sequence","40.78","",""
"05/01/2021 21:00:00 - 05/01/2021 22:00:00","BZN|FI","Without Sequence","39.60","",""
"05/01/2021 22:00:00 - 05/01/2021 23:00:00","BZN|FI","Without Sequence","32.06","",""
"05/01/2021 23:00:00 - 06/01/2021 00:00:00","BZN|FI","Without Sequence","29.21","",""
"06/01/2021 00:00:00 - 06/01/2021 01:00:00","BZN|FI","Without Sequence","29.83","",""
"06/01/2021 01:00:00 - 06/01/2021 02:00:00","BZN|FI","Without Sequence","28.72","",""
"06/01/2021 02:00:00 - 06/01/2021 03:00:00","BZN|FI","Without Sequence","28.11","",""
"06/01/2021 03:00:00 - 06/01/2021 04:00:00","BZN|FI","Without Sequence","27.98","",""
"06/01/2021 04:00:00 - 06/01/2021 05:00:00","BZN|FI","Without Sequence","28.16","",""
"06/01/2021 05:00:00 - 06/01/2021 06:00:00","BZN|FI","Without Sequence","29.00","",""
"06/01/2021 06:00:00 - 06/01/2021 07:00:00","BZN|FI","Without Sequence","30.72","",""
"06/01/2021 07:00:00 - 06/01/2021 08:00:00","BZN|FI","Without Sequence","35.54","",""
"06/01/2021 08:00:00 - 06/01/2021 09:00:00","BZN|FI","Without Sequence","39.18","",""
"06/01/2021 09:00:00 - 06/01/2021 10:00:00","BZN|FI","Without Sequence","41.88","",""
"06/01/2021 10:00:00 - 06/01/2021 11:00:00","BZN|FI","Without Sequence","46.07","",""
"06/01/2021 11:00:00 - 06/01/2021 12:00:00","BZN|FI","Without Sequence","45.27","",""
"06/01/2021 12:00:00 - 06/01/2021 13:00:00","BZN|FI","Without Sequence","46.21","",""
"06/01/2021 13:00:00 - 06/01/2021 14:00:00","BZN|FI","Without Sequence","47.35","",""
"06/01/2021 14:00:00 - 06/01/2021 15:00:00","BZN|FI","Without Sequence","51.31","",""
"06/01/2021 15:00:00 - 06/01/2021 16:00:00","BZN|FI","Without Sequence","54.90","",""
"06/01/2021 16:00:00 - 06/01/2021 17:00:00","BZN|FI","Without Sequence","58.40","",""
"06/01/2021 17:00:00 - 06/01/2021 18:00:00","BZN|FI","Without Sequence","59.93","",""
"06/01/2021 18:00:00 - 06/01/2021 19:00:00","BZN|FI","Without Sequence","55.67","",""
"06/01/2021 19:00:00 - 06/01/2021 20:00:00","BZN|FI","Without Sequence","50.25","",""
"06/01/2021 20:00:00 - 06/01/2021 21:00:00","BZN|FI","Without Sequence","39.84","",""
"06/01/2021 21:00:00 - 06/01/2021 22:00:00","BZN|FI","Without Sequence","39.93","",""
"06/01/2021 22:00:00 - 06/01/2021 23:00:00","BZN|FI","Without Sequence","38.70","",""
"06/01/2021 23:00:00 - 07/01/2021 00:00:00","BZN|FI","Without Sequence","32.50","",""
"07/01/2021 00:00:00 - 07/01/2021 01:00:00","BZN|FI","Without Sequence","43.08","",""
"07/01/2021 01:00:00 - 07/01/2021 02:00:00","BZN|FI","Without Sequence","40.90","",""
"07/01/2021 02:00:00 - 07/01/2021 03:00:00","BZN|FI","Without Sequence","39.19","",""
"07/01/2021 03:00:00 - 07/01/2021 04:00:00","BZN|FI","Without Sequence","39.78","",""
"07/01/2021 04:00:00 - 07/01/2021 05:00:00","BZN|FI","Without Sequence","41.28","",""
"07/01/2021 05:00:00 - 07/01/2021 06:00:00","BZN|FI","Without Sequence","45.54","",""
"07/01/2021 06:00:00 - 07/01/2021 07:00:00","BZN|FI","Without Sequence","55.97","",""
"07/01/2021 07:00:00 - 07/01/2021 08:00:00","BZN|FI","Without Sequence","67.80","",""
"07/01/2021 08:00:00 - 07/01/2021 09:00:00","BZN|FI","Without Sequence","84.43","",""
"07/01/2021 09:00:00 - 07/01/2021 10:00:00","BZN|FI","Without Sequence","83.86","",""
"07/01/2021 10:00:00 - 07/01/2021 11:00:00","BZN|FI","Without Sequence","82.44","",""
"07/01/2021 11:00:00 - 07/01/2021 12:00:00","BZN|FI","Without Sequence","85.99","",""
"07/01/2021 12:00:00 - 07/01/2021 13:00:00","BZN|FI","Without Sequence","84.71","",""
"07/01/2021 13:00:00 - 07/01/2021 14:00:00","BZN|FI","Without Sequence","82.29","",""
"07/01/2021 14:00:00 - 07/01/2021 15:00:00","BZN|FI","Without Sequence","78.62","",""
"07/01/2021 15:00:00 - 07/01/2021 16:00:00","BZN|FI","Without Sequence","81.57","",""
"07/01/2021 16:00:00 - 07/01/2021 17:00:00","BZN|FI","Without Sequence","89.68","",""
"07/01/2021 17:00:00 - 07/01/2021 18:00:00","BZN|FI","Without Sequence","99.91","",""
"07/01/2021 18:00:00 - 07/01/2021 19:00:00","BZN|FI","Without Sequence","84.62","",""
"07/01/2021 19:00:00 - 07/01/2021 20:00:00","BZN|FI","Without Sequence","77.79","",""
"07/01/2021 20:00:00 - 07/01/2021 21:00:00","BZN|FI","Without Sequence","65.20","",""
"07/01/2021 21:00:00 - 07/01/2021 22:00:00","BZN|FI","Without Sequence","59.33","",""
"07/01/2021 22:00:00 - 07/01/2021 23:00:00","BZN|FI","Without Sequence","58.26","",""
"07/01/2021 23:00:00 - 08/01/2021 00:00:00","BZN|FI","Without Sequence","50.99","",""
"08/01/2021 00:00:00 - 08/01/2021 01:00:00","BZN|FI","Without Sequence","49.31","",""
"08/01/2021 01:00:00 - 08/01/2021 02:00:00","BZN|FI","Without Sequence","47.38","",""
"08/01/2021 02:00:00 - 08/01/2021 03:00:00","BZN|FI","Without Sequence","45.78","",""
"08/01/2021 03:00:00 - 08/01/2021 04:00:00","BZN|FI","Without Sequence","44.51","",""
"08/01/2021 04:00:00 - 08/01/2021 05:00:00","BZN|FI","Without Sequence","45.69","",""
"08/01/2021 05:00:00 - 08/01/2021 06:00:00","BZN|FI","Without Sequence","50.33","",""
"08/01/2021 06:00:00 - 08/01/2021 07:00:00","BZN|FI","Without Sequence","59.71","",""
"08/01/2021 07:00:00 - 08/01/2021 08:00:00","BZN|FI","Without Sequence","79.56","",""
"08/01/2021 08:00:00 - 08/01/2021 09:00:00","BZN|FI","Without Sequence","103.54","",""
"08/01/2021 09:00:00 - 08/01/2021 10:00:00","BZN|FI","Without Sequence","107.80","",""
"08/01/2021 10:00:00 - 08/01/2021 11:00:00","BZN|FI","Without Sequence","107.32","",""
"08/01/2021 11:00:00 - 08/01/2021 12:00:00","BZN|FI","Without Sequence","104.26","",""
"08/01/2021 12:00:00 - 08/01/2021 13:00:00","BZN|FI","Without Sequence","99.91","",""
"08/01/2021 13:00:00 - 08/01/2021 14:00:00","BZN|FI","Without Sequence","95.27","",""
"08/01/2021 14:00:00 - 08/01/2021 15:00:00","BZN|FI","Without Sequence","92.72","",""
"08/01/2021 15:00:00 - 08/01/2021 16:00:00","BZN|FI","Without Sequence","95.42","",""
"08/01/2021 16:00:00 - 08/01/2021 17:00:00","BZN|FI","Without Sequence","95.00","",""
"08/01/2021 17:00:00 - 08/01/2021 18:00:00","BZN|FI","Without Sequence","110.00","",""
"08/01/2021 18:00:00 - 08/01/2021 19:00:00","BZN|FI","Without Sequence","99.95","",""
"08/01/2021 19:00:00 - 08/01/2021 20:00:00","BZN|FI","Without Sequence","80.12","",""
"08/01/2021 20:00:00 - 08/01/2021 21:00:00","BZN|FI","Without Sequence","61.48","",""
"08/01/2021 21:00:00 - 08/01/2021 22:00:00","BZN|FI","Without Sequence","59.43","",""
"08/01/2021 22:00:00 - 08/01/2021 23:00:00","BZN|FI","Without Sequence","56.22","",""
"08/01/2021 23:00:00 - 09/01/2021 00:00:00","BZN|FI","Without Sequence","50.48","",""
"09/01/2021 00:00:00 - 09/01/2021 01:00:00","BZN|FI","Without Sequence","47.58","",""
"09/01/2021 01:00:00 - 09/01/2021 02:00:00","BZN|FI","Without Sequence","47.04","",""
"09/01/2021 02:00:00 - 09/01/2021 03:00:00","BZN|FI","Without Sequence","46.48","",""
"09/01/2021 03:00:00 - 09/01/2021 04:00:00","BZN|FI","Without Sequence","47.67","",""
"09/01/2021 04:00:00 - 09/01/2021 05:00:00","BZN|FI","Without Sequence","48.04","",""
"09/01/2021 05:00:00 - 09/01/2021 06:00:00","BZN|FI","Without Sequence","47.77","",""
"09/01/2021 06:00:00 - 09/01/2021 07:00:00","BZN|FI","Without Sequence","48.26","",""
"09/01/2021 07:00:00 - 09/01/2021 08:00:00","BZN|FI","Without Sequence","52.16","",""
"09/01/2021 08:00:00 - 09/01/2021 09:00:00","BZN|FI","Without Sequence","58.11","",""
"09/01/2021 09:00:00 - 09/01/2021 10:00:00","BZN|FI","Without Sequence","64.68","",""
"09/01/2021 10:00:00 - 09/01/2021 11:00:00","BZN|FI","Without Sequence","65.61","",""
"09/01/2021 11:00:00 - 09/01/2021 12:00:00","BZN|FI","Without Sequence","65.89","",""
"09/01/2021 12:00:00 - 09/01/2021 13:00:00","BZN|FI","Without Sequence","64.97","",""
"09/01/2021 13:00:00 - 09/01/2021 14:00:00","BZN|FI","Without Sequence","60.55","",""
"09/01/2021 14:00:00 - 09/01/2021 15:00:00","BZN|FI","Without Sequence","58.14","",""
"09/01/2021 15:00:00 - 09/01/2021 16:00:00","BZN|FI","Without Sequence","60.00","",""
"09/01/2021 16:00:00 - 09/01/2021 17:00:00","BZN|FI","Without Sequence","62.78","",""
"09/01/2021 17:00:00 - 09/01/2021 18:00:00","BZN|FI","Without Sequence","69.92","",""
"09/01/2021 18:00:00 - 09/01/2021 19:00:00","BZN|FI","Without Sequence","69.69","",""
"09/01/2021 19:00:00 - 09/01/2021 20:00:00","BZN|FI","Without Sequence","65.77","",""
"09/01/2021 20:00:00 - 09/01/2021 21:00:00","BZN|FI","Without Sequence","49.93","",""
"09/01/2021 21:00:00 - 09/01/2021 22:00:00","BZN|FI","Without Sequence","47.95","",""
"09/01/2021 22:00:00 - 09/01/2021 23:00:00","BZN|FI","Without Sequence","43.47","",""
"09/01/2021 23:00:00 - 10/01/2021 00:00:00","BZN|FI","Without Sequence","36.64","",""
"10/01/2021 00:00:00 - 10/01/2021 01:00:00","BZN|FI","Without Sequence","38.84","",""
"10/01/2021 01:00:00 - 10/01/2021 02:00:00","BZN|FI","Without Sequence","35.97","",""
"10/01/2021 02:00:00 - 10/01/2021 03:00:00","BZN|FI","Without Sequence","34.35","",""
"10/01/2021 03:00:00 - 10/01/2021 04:00:00","BZN|FI","Without Sequence","33.87","",""
"10/01/2021 04:00:00 - 10/01/2021 05:00:00","BZN|FI","Without Sequence","33.84","",""
"10/01/2021 05:00:00 - 10/01/2021 06:00:00","BZN|FI","Without Sequence","34.21","",""
"10/01/2021 06:00:00 - 10/01/2021 07:00:00","BZN|FI","Without Sequence","34.03","",""
"10/01/2021 07:00:00 - 10/01/2021 08:00:00","BZN|FI","Without Sequence","37.61","",""
"10/01/2021 08:00:00 - 10/01/2021 09:00:00","BZN|FI","Without Sequence","39.09","",""
"10/01/2021 09:00:00 - 10/01/2021 10:00:00","BZN|FI","Without Sequence","40.76","",""
"10/01/2021 10:00:00 - 10/01/2021 11:00:00","BZN|FI","Without Sequence","44.16","",""
"10/01/2021 11:00:00 - 10/01/2021 12:00:00","BZN|FI","Without Sequence","45.34","",""
"10/01/2021 12:00:00 - 10/01/2021 13:00:00","BZN|FI","Without Sequence","44.76","",""
"10/01/2021 13:00:00 - 10/01/2021 14:00:00","BZN|FI","Without Sequence","44.34","",""
"10/01/2021 14:00:00 - 10/01/2021 15:00:00","BZN|FI","Without Sequence","45.45","",""
"10/01/2021 15:00:00 - 10/01/2021 16:00:00","BZN|FI","Without Sequence","46.67","",""
"10/01/2021 16:00:00 - 10/01/2021 17:00:00","BZN|FI","Without Sequence","50.72","",""
"10/01/2021 17:00:00 - 10/01/2021 18:00:00","BZN|FI","Without Sequence","54.95","",""
"10/01/2021 18:00:00 - 10/01/2021 19:00:00","BZN|FI","Without Sequence","53.34","",""
"10/01/2021 19:00:00 - 10/01/2021 20:00:00","BZN|FI","Without Sequence","49.39","",""
"10/01/2021 20:00:00 - 10/01/2021 21:00:00","BZN|FI","Without Sequence","46.43","",""
"10/01/2021 21:00:00 - 10/01/2021 22:00:00","BZN|FI","Without Sequence","44.49","",""
"10/01/2021 22:00:00 - 10/01/2021 23:00:00","BZN|FI","Without Sequence","40.07","",""
"10/01/2021 23:00:00 - 11/01/2021 00:00:00","BZN|FI","Without Sequence","35.88","",""
"11/01/2021 00:00:00 - 11/01/2021 01:00:00","BZN|FI","Without Sequence","40.60","",""
"11/01/2021 01:00:00 - 11/01/2021 02:00:00","BZN|FI","Without Sequence","39.59","",""
"11/01/2021 02:00:00 - 11/01/2021 03:00:00","BZN|FI","Without Sequence","37.78","",""
"11/01/2021 03:00:00 - 11/01/2021 04:00:00","BZN|FI","Without Sequence","35.43","",""
"11/01/2021 04:00:00 - 11/01/2021 05:00:00","BZN|FI","Without Sequence","37.29","",""
"11/01/2021 05:00:00 - 11/01/2021 06:00:00","BZN|FI","Without Sequence","41.41","",""
"11/01/2021 06:00:00 - 11/01/2021 07:00:00","BZN|FI","Without Sequence","42.78","",""
"11/01/2021 07:00:00 - 11/01/2021 08:00:00","BZN|FI","Without Sequence","52.58","",""
"11/01/2021 08:00:00 - 11/01/2021 09:00:00","BZN|FI","Without Sequence","57.25","",""
"11/01/2021 09:00:00 - 11/01/2021 10:00:00","BZN|FI","Without Sequence","50.45","",""
"11/01/2021 10:00:00 - 11/01/2021 11:00:00","BZN|FI","Without Sequence","50.41","",""
"11/01/2021 11:00:00 - 11/01/2021 12:00:00","BZN|FI","Without Sequence","50.21","",""
"11/01/2021 12:00:00 - 11/01/2021 13:00:00","BZN|FI","Without Sequence","46.09","",""
"11/01/2021 13:00:00 - 11/01/2021 14:00:00","BZN|FI","Without Sequence","45.06","",""
"11/01/2021 14:00:00 - 11/01/2021 15:00:00","BZN|FI","Without Sequence","48.76","",""
"11/01/2021 15:00:00 - 11/01/2021 16:00:00","BZN|FI","Without Sequence","50.25","",""
"11/01/2021 16:00:00 - 11/01/2021 17:00:00","BZN|FI","Without Sequence","43.28","",""
"11/01/2021 17:00:00 - 11/01/2021 18:00:00","BZN|FI","Without Sequence","44.98","",""
"11/01/2021 18:00:00 - 11/01/2021 19:00:00","BZN|FI","Without Sequence","42.93","",""
"11/01/2021 19:00:00 - 11/01/2021 20:00:00","BZN|FI","Without Sequence","39.71","",""
"11/01/2021 20:00:00 - 11/01/2021 21:00:00","BZN|FI","Without Sequence","37.11","",""
"11/01/2021 21:00:00 - 11/01/2021 22:00:00","BZN|FI","Without Sequence","34.24","",""
"11/01/2021 22:00:00 - 11/01/2021 23:00:00","BZN|FI","Without Sequence","33.21","",""
"11/01/2021 23:00:00 - 12/01/2021 00:00:00","BZN|FI","Without Sequence","27.39","",""
"12/01/2021 00:00:00 - 12/01/2021 01:00:00","BZN|FI","Without Sequence","19.43","",""
"12/01/2021 01:00:00 - 12/01/2021 02:00:00","BZN|FI","Without Sequence","15.82","",""
"12/01/2021 02:00:00 - 12/01/2021 03:00:00","BZN|FI","Without Sequence","19.00","",""
"12/01/2021 03:00:00 - 12/01/2021 04:00:00","BZN|FI","Without Sequence","24.14","",""
"12/01/2021 04:00:00 - 12/01/2021 05:00:00","BZN|FI","Without Sequence","27.00","",""
"12/01/2021 05:00:00 - 12/01/2021 06:00:00","BZN|FI","Without Sequence","35.03","",""
"12/01/2021 06:00:00 - 12/01/2021 07:00:00","BZN|FI","Without Sequence","40.14","",""
"12/01/2021 07:00:00 - 12/01/2021 08:00:00","BZN|FI","Without Sequence","54.51","",""
"12/01/2021 08:00:00 - 12/01/2021 09:00:00","BZN|FI","Without Sequence","60.64","",""
"12/01/2021 09:00:00 - 12/01/2021 10:00:00","BZN|FI","Without Sequence","54.96","",""
"12/01/2021 10:00:00 - 12/01/2021 11:00:00","BZN|FI","Without Sequence","56.50","",""
"12/01/2021 11:00:00 - 12/01/2021 12:00:00","BZN|FI","Without Sequence","55.34","",""
"12/01/2021 12:00:00 - 12/01/2021 13:00:00","BZN|FI","Without Sequence","50.10","",""
