"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/01/2022 03:00:00 - 03/01/2022 04:00:00","BZN|FI","Without Sequence","19.82","",""
"03/01/2022 04:00:00 - 03/01/2022 05:00:00","BZN|FI","Without Sequence","20.26","",""
"03/01/2022 05:00:00 - 03/01/2022 06:00:00","BZN|FI","Without Sequence","29.35","",""
"03/01/2022 06:00:00 - 03/01/2022 07:00:00","BZN|FI","Without Sequence","80.00","",""
"03/01/2022 07:00:00 - 03/01/2022 08:00:00","BZN|FI","Without Sequence","106.87","",""
"03/01/2022 08:00:00 - 03/01/2022 09:00:00","BZN|FI","Without Sequence","122.93","",""
"03/01/2022 09:00:00 - 03/01/2022 10:00:00","BZN|FI","Without Sequence","110.17","",""
"03/01/2022 10:00:00 - 03/01/2022 11:00:00","BZN|FI","Without Sequence","101.99","",""
"03/01/2022 11:00:00 - 03/01/2022 12:00:00","BZN|FI","Without Sequence","102.38","",""
"03/01/2022 12:00:00 - 03/01/2022 13:00:00","BZN|FI","Without Sequence","106.06","",""
"03/01/2022 13:00:00 - 03/01/2022 14:00:00","BZN|FI","Without Sequence","110.07","",""
"03/01/2022 14:00:00 - 03/01/2022 15:00:00","BZN|FI","Without Sequence","101.97","",""
"03/01/2022 15:00:00 - 03/01/2022 16:00:00","BZN|FI","Without Sequence","98.05","",""
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|FI","Without Sequence","120.55","",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|FI","Without Sequence","139.57","",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|FI","Without Sequence","134.69","",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|FI","Without Sequence","114.82","",""
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|FI","Without Sequence","92.91","",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|FI","Without Sequence","72.39","",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|FI","Without Sequence","49.30","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|FI","Without Sequence","34.40","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|FI","Without Sequence","39.99","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|FI","Without Sequence","37.14","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|FI","Without Sequence","36.66","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|FI","Without Sequence","38.64","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|FI","Without Sequence","41.02","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|FI","Without Sequence","93.97","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|FI","Without Sequence","122.39","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|FI","Without Sequence","154.93","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|FI","Without Sequence","167.88","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|FI","Without Sequence","166.65","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|FI","Without Sequence","167.29","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|FI","Without Sequence","164.62","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|FI","Without Sequence","159.98","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|FI","Without Sequence","155.69","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|FI","Without Sequence","155.16","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|FI","Without Sequence","158.45","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|FI","Without Sequence","161.35","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|FI","Without Sequence","167.76","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|FI","Without Sequence","164.46","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|FI","Without Sequence","153.88","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|FI","Without Sequence","146.81","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|FI","Without Sequence","128.75","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|FI","Without Sequence","112.96","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|FI","Without Sequence","84.11","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|FI","Without Sequence","93.87","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|FI","Without Sequence","85.30","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|FI","Without Sequence","84.50","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|FI","Without Sequence","75.38","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|FI","Without Sequence","79.11","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|FI","Without Sequence","94.79","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|FI","Without Sequence","121.92","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|FI","Without Sequence","139.90","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|FI","Without Sequence","147.74","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|FI","Without Sequence","141.47","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|FI","Without Sequence","135.97","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|FI","Without Sequence","129.99","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|FI","Without Sequence","150.31","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|FI","Without Sequence","134.71","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|FI","Without Sequence","149.92","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|FI","Without Sequence","160.01","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|FI","Without Sequence","137.28","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|FI","Without Sequence","148.09","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|FI","Without Sequence","139.88","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|FI","Without Sequence","135.75","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|FI","Without Sequence","119.93","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|FI","Without Sequence","98.09","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|FI","Without Sequence","118.71","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|FI","Without Sequence","97.29","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|FI","Without Sequence","93.29","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|FI","Without Sequence","80.77","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|FI","Without Sequence","78.08","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|FI","Without Sequence","81.97","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|FI","Without Sequence","89.31","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|FI","Without Sequence","89.75","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|FI","Without Sequence","97.06","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|FI","Without Sequence","110.87","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|FI","Without Sequence","136.88","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|FI","Without Sequence","205.87","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|FI","Without Sequence","209.25","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|FI","Without Sequence","224.71","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|FI","Without Sequence","218.99","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|FI","Without Sequence","202.71","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|FI","Without Sequence","209.36","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|FI","Without Sequence","225.23","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|FI","Without Sequence","245.95","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|FI","Without Sequence","264.74","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|FI","Without Sequence","270.07","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|FI","Without Sequence","220.32","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|FI","Without Sequence","217.91","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|FI","Without Sequence","203.31","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|FI","Without Sequence","171.31","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|FI","Without Sequence","124.70","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|FI","Without Sequence","128.92","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|FI","Without Sequence","116.65","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|FI","Without Sequence","100.54","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|FI","Without Sequence","99.47","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|FI","Without Sequence","101.74","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|FI","Without Sequence","114.99","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|FI","Without Sequence","140.19","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|FI","Without Sequence","170.53","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|FI","Without Sequence","175.66","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|FI","Without Sequence","161.85","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|FI","Without Sequence","161.37","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|FI","Without Sequence","166.06","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|FI","Without Sequence","166.54","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|FI","Without Sequence","166.04","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|FI","Without Sequence","169.43","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|FI","Without Sequence","189.70","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|FI","Without Sequence","201.97","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|FI","Without Sequence","243.11","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|FI","Without Sequence","247.72","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|FI","Without Sequence","200.89","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|FI","Without Sequence","224.33","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|FI","Without Sequence","213.81","",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|FI","Without Sequence","185.94","",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|FI","Without Sequence","144.76","",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|FI","Without Sequence","160.71","",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|FI","Without Sequence","146.08","",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|FI","Without Sequence","144.64","",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|FI","Without Sequence","146.90","",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|FI","Without Sequence","150.07","",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|FI","Without Sequence","154.30","",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|FI","Without Sequence","166.00","",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|FI","Without Sequence","182.91","",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|FI","Without Sequence","182.03","",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|FI","Without Sequence","181.02","",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|FI","Without Sequence","170.04","",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|FI","Without Sequence","158.50","",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|FI","Without Sequence","158.79","",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|FI","Without Sequence","156.07","",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|FI","Without Sequence","156.18","",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|FI","Without Sequence","173.88","",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|FI","Without Sequence","182.94","",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|FI","Without Sequence","189.90","",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|FI","Without Sequence","182.94","",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|FI","Without Sequence","149.96","",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|FI","Without Sequence","145.06","",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|FI","Without Sequence","160.04","",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|FI","Without Sequence","126.06","",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|FI","Without Sequence","114.11","",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|FI","Without Sequence","85.03","",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|FI","Without Sequence","84.40","",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|FI","Without Sequence","82.74","",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|FI","Without Sequence","84.50","",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|FI","Without Sequence","110.19","",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|FI","Without Sequence","120.02","",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|FI","Without Sequence","120.00","",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|FI","Without Sequence","119.92","",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|FI","Without Sequence","97.26","",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|FI","Without Sequence","119.97","",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|FI","Without Sequence","134.96","",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|FI","Without Sequence","149.40","",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|FI","Without Sequence","165.13","",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|FI","Without Sequence","165.06","",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|FI","Without Sequence","170.09","",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|FI","Without Sequence","182.91","",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|FI","Without Sequence","190.96","",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|FI","Without Sequence","223.30","",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|FI","Without Sequence","243.19","",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|FI","Without Sequence","209.65","",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|FI","Without Sequence","155.07","",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|FI","Without Sequence","171.18","",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|FI","Without Sequence","170.03","",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|FI","Without Sequence","144.79","",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|FI","Without Sequence","144.28","",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|FI","Without Sequence","138.09","",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|FI","Without Sequence","133.81","",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|FI","Without Sequence","136.44","",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|FI","Without Sequence","142.99","",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|FI","Without Sequence","182.94","",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|FI","Without Sequence","248.50","",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|FI","Without Sequence","299.95","",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|FI","Without Sequence","313.92","",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|FI","Without Sequence","315.00","",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|FI","Without Sequence","310.41","",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|FI","Without Sequence","310.08","",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|FI","Without Sequence","300.00","",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|FI","Without Sequence","297.01","",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|FI","Without Sequence","299.96","",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|FI","Without Sequence","306.45","",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|FI","Without Sequence","302.73","",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|FI","Without Sequence","315.47","",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|FI","Without Sequence","310.82","",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|FI","Without Sequence","294.98","",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|FI","Without Sequence","261.03","",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|FI","Without Sequence","242.23","",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|FI","Without Sequence","211.83","",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|FI","Without Sequence","150.09","",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|FI","Without Sequence","147.50","",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|FI","Without Sequence","143.76","",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|FI","Without Sequence","140.21","",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|FI","Without Sequence","139.97","",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|FI","Without Sequence","141.56","",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|FI","Without Sequence","147.10","",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|FI","Without Sequence","151.89","",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|FI","Without Sequence","201.93","",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|FI","Without Sequence","213.06","",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|FI","Without Sequence","196.21","",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|FI","Without Sequence","198.24","",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|FI","Without Sequence","191.02","",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|FI","Without Sequence","158.36","",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|FI","Without Sequence","157.60","",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|FI","Without Sequence","157.67","",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|FI","Without Sequence","158.56","",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|FI","Without Sequence","161.11","",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|FI","Without Sequence","173.63","",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|FI","Without Sequence","168.02","",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|FI","Without Sequence","157.99","",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|FI","Without Sequence","153.78","",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|FI","Without Sequence","153.63","",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|FI","Without Sequence","150.56","",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|FI","Without Sequence","143.07","",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|FI","Without Sequence","24.62","",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|FI","Without Sequence","24.26","",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|FI","Without Sequence","24.99","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|FI","Without Sequence","23.47","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|FI","Without Sequence","30.71","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|FI","Without Sequence","99.97","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|FI","Without Sequence","119.59","",""
"12/01/2022 07:00:00 - 12/01/2022 08:00:00","BZN|FI","Without Sequence","146.56","",""
"12/01/2022 08:00:00 - 12/01/2022 09:00:00","BZN|FI","Without Sequence","148.60","",""
"12/01/2022 09:00:00 - 12/01/2022 10:00:00","BZN|FI","Without Sequence","119.91","",""
"12/01/2022 10:00:00 - 12/01/2022 11:00:00","BZN|FI","Without Sequence","119.91","",""
"12/01/2022 11:00:00 - 12/01/2022 12:00:00","BZN|FI","Without Sequence","119.93","",""
"12/01/2022 12:00:00 - 12/01/2022 13:00:00","BZN|FI","Without Sequence","119.96","",""
