"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"05/01/2018 19:00:00 - 05/01/2018 20:00:00","BZN|FI","Without Sequence","32.25","",""
"05/01/2018 20:00:00 - 05/01/2018 21:00:00","BZN|FI","Without Sequence","31.51","",""
"05/01/2018 21:00:00 - 05/01/2018 22:00:00","BZN|FI","Without Sequence","31.25","",""
"05/01/2018 22:00:00 - 05/01/2018 23:00:00","BZN|FI","Without Sequence","30.44","",""
"05/01/2018 23:00:00 - 06/01/2018 00:00:00","BZN|FI","Without Sequence","29.64","",""
"06/01/2018 00:00:00 - 06/01/2018 01:00:00","BZN|FI","Without Sequence","29.45","",""
"06/01/2018 01:00:00 - 06/01/2018 02:00:00","BZN|FI","Without Sequence","28.55","",""
"06/01/2018 02:00:00 - 06/01/2018 03:00:00","BZN|FI","Without Sequence","28.18","",""
"06/01/2018 03:00:00 - 06/01/2018 04:00:00","BZN|FI","Without Sequence","28.00","",""
"06/01/2018 04:00:00 - 06/01/2018 05:00:00","BZN|FI","Without Sequence","28.15","",""
"06/01/2018 05:00:00 - 06/01/2018 06:00:00","BZN|FI","Without Sequence","28.70","",""
"06/01/2018 06:00:00 - 06/01/2018 07:00:00","BZN|FI","Without Sequence","29.48","",""
"06/01/2018 07:00:00 - 06/01/2018 08:00:00","BZN|FI","Without Sequence","30.35","",""
"06/01/2018 08:00:00 - 06/01/2018 09:00:00","BZN|FI","Without Sequence","30.38","",""
"06/01/2018 09:00:00 - 06/01/2018 10:00:00","BZN|FI","Without Sequence","30.90","",""
"06/01/2018 10:00:00 - 06/01/2018 11:00:00","BZN|FI","Without Sequence","31.89","",""
"06/01/2018 11:00:00 - 06/01/2018 12:00:00","BZN|FI","Without Sequence","32.86","",""
"06/01/2018 12:00:00 - 06/01/2018 13:00:00","BZN|FI","Without Sequence","32.17","",""
"06/01/2018 13:00:00 - 06/01/2018 14:00:00","BZN|FI","Without Sequence","31.79","",""
"06/01/2018 14:00:00 - 06/01/2018 15:00:00","BZN|FI","Without Sequence","31.77","",""
"06/01/2018 15:00:00 - 06/01/2018 16:00:00","BZN|FI","Without Sequence","33.05","",""
"06/01/2018 16:00:00 - 06/01/2018 17:00:00","BZN|FI","Without Sequence","36.47","",""
"06/01/2018 17:00:00 - 06/01/2018 18:00:00","BZN|FI","Without Sequence","36.53","",""
"06/01/2018 18:00:00 - 06/01/2018 19:00:00","BZN|FI","Without Sequence","34.45","",""
"06/01/2018 19:00:00 - 06/01/2018 20:00:00","BZN|FI","Without Sequence","31.93","",""
"06/01/2018 20:00:00 - 06/01/2018 21:00:00","BZN|FI","Without Sequence","31.06","",""
"06/01/2018 21:00:00 - 06/01/2018 22:00:00","BZN|FI","Without Sequence","30.72","",""
"06/01/2018 22:00:00 - 06/01/2018 23:00:00","BZN|FI","Without Sequence","29.98","",""
"06/01/2018 23:00:00 - 07/01/2018 00:00:00","BZN|FI","Without Sequence","29.03","",""
"07/01/2018 00:00:00 - 07/01/2018 01:00:00","BZN|FI","Without Sequence","27.58","",""
"07/01/2018 01:00:00 - 07/01/2018 02:00:00","BZN|FI","Without Sequence","25.90","",""
"07/01/2018 02:00:00 - 07/01/2018 03:00:00","BZN|FI","Without Sequence","25.89","",""
"07/01/2018 03:00:00 - 07/01/2018 04:00:00","BZN|FI","Without Sequence","26.16","",""
"07/01/2018 04:00:00 - 07/01/2018 05:00:00","BZN|FI","Without Sequence","26.60","",""
"07/01/2018 05:00:00 - 07/01/2018 06:00:00","BZN|FI","Without Sequence","27.14","",""
"07/01/2018 06:00:00 - 07/01/2018 07:00:00","BZN|FI","Without Sequence","27.43","",""
"07/01/2018 07:00:00 - 07/01/2018 08:00:00","BZN|FI","Without Sequence","27.69","",""
"07/01/2018 08:00:00 - 07/01/2018 09:00:00","BZN|FI","Without Sequence","27.93","",""
"07/01/2018 09:00:00 - 07/01/2018 10:00:00","BZN|FI","Without Sequence","28.33","",""
"07/01/2018 10:00:00 - 07/01/2018 11:00:00","BZN|FI","Without Sequence","28.79","",""
"07/01/2018 11:00:00 - 07/01/2018 12:00:00","BZN|FI","Without Sequence","28.95","",""
"07/01/2018 12:00:00 - 07/01/2018 13:00:00","BZN|FI","Without Sequence","28.96","",""
"07/01/2018 13:00:00 - 07/01/2018 14:00:00","BZN|FI","Without Sequence","28.27","",""
"07/01/2018 14:00:00 - 07/01/2018 15:00:00","BZN|FI","Without Sequence","28.29","",""
"07/01/2018 15:00:00 - 07/01/2018 16:00:00","BZN|FI","Without Sequence","28.62","",""
"07/01/2018 16:00:00 - 07/01/2018 17:00:00","BZN|FI","Without Sequence","29.38","",""
"07/01/2018 17:00:00 - 07/01/2018 18:00:00","BZN|FI","Without Sequence","30.88","",""
"07/01/2018 18:00:00 - 07/01/2018 19:00:00","BZN|FI","Without Sequence","31.51","",""
"07/01/2018 19:00:00 - 07/01/2018 20:00:00","BZN|FI","Without Sequence","31.12","",""
"07/01/2018 20:00:00 - 07/01/2018 21:00:00","BZN|FI","Without Sequence","29.96","",""
"07/01/2018 21:00:00 - 07/01/2018 22:00:00","BZN|FI","Without Sequence","28.94","",""
"07/01/2018 22:00:00 - 07/01/2018 23:00:00","BZN|FI","Without Sequence","28.90","",""
"07/01/2018 23:00:00 - 08/01/2018 00:00:00","BZN|FI","Without Sequence","27.57","",""
"08/01/2018 00:00:00 - 08/01/2018 01:00:00","BZN|FI","Without Sequence","25.03","",""
"08/01/2018 01:00:00 - 08/01/2018 02:00:00","BZN|FI","Without Sequence","23.96","",""
"08/01/2018 02:00:00 - 08/01/2018 03:00:00","BZN|FI","Without Sequence","23.92","",""
"08/01/2018 03:00:00 - 08/01/2018 04:00:00","BZN|FI","Without Sequence","25.48","",""
"08/01/2018 04:00:00 - 08/01/2018 05:00:00","BZN|FI","Without Sequence","26.12","",""
"08/01/2018 05:00:00 - 08/01/2018 06:00:00","BZN|FI","Without Sequence","27.96","",""
"08/01/2018 06:00:00 - 08/01/2018 07:00:00","BZN|FI","Without Sequence","29.62","",""
"08/01/2018 07:00:00 - 08/01/2018 08:00:00","BZN|FI","Without Sequence","32.73","",""
"08/01/2018 08:00:00 - 08/01/2018 09:00:00","BZN|FI","Without Sequence","41.67","",""
"08/01/2018 09:00:00 - 08/01/2018 10:00:00","BZN|FI","Without Sequence","42.57","",""
"08/01/2018 10:00:00 - 08/01/2018 11:00:00","BZN|FI","Without Sequence","39.48","",""
"08/01/2018 11:00:00 - 08/01/2018 12:00:00","BZN|FI","Without Sequence","35.87","",""
"08/01/2018 12:00:00 - 08/01/2018 13:00:00","BZN|FI","Without Sequence","33.09","",""
"08/01/2018 13:00:00 - 08/01/2018 14:00:00","BZN|FI","Without Sequence","32.91","",""
"08/01/2018 14:00:00 - 08/01/2018 15:00:00","BZN|FI","Without Sequence","34.35","",""
"08/01/2018 15:00:00 - 08/01/2018 16:00:00","BZN|FI","Without Sequence","38.01","",""
"08/01/2018 16:00:00 - 08/01/2018 17:00:00","BZN|FI","Without Sequence","39.69","",""
"08/01/2018 17:00:00 - 08/01/2018 18:00:00","BZN|FI","Without Sequence","40.26","",""
"08/01/2018 18:00:00 - 08/01/2018 19:00:00","BZN|FI","Without Sequence","32.95","",""
"08/01/2018 19:00:00 - 08/01/2018 20:00:00","BZN|FI","Without Sequence","31.16","",""
"08/01/2018 20:00:00 - 08/01/2018 21:00:00","BZN|FI","Without Sequence","29.68","",""
"08/01/2018 21:00:00 - 08/01/2018 22:00:00","BZN|FI","Without Sequence","28.92","",""
"08/01/2018 22:00:00 - 08/01/2018 23:00:00","BZN|FI","Without Sequence","28.49","",""
"08/01/2018 23:00:00 - 09/01/2018 00:00:00","BZN|FI","Without Sequence","28.09","",""
"09/01/2018 00:00:00 - 09/01/2018 01:00:00","BZN|FI","Without Sequence","27.17","",""
"09/01/2018 01:00:00 - 09/01/2018 02:00:00","BZN|FI","Without Sequence","25.29","",""
"09/01/2018 02:00:00 - 09/01/2018 03:00:00","BZN|FI","Without Sequence","25.30","",""
"09/01/2018 03:00:00 - 09/01/2018 04:00:00","BZN|FI","Without Sequence","26.58","",""
"09/01/2018 04:00:00 - 09/01/2018 05:00:00","BZN|FI","Without Sequence","27.26","",""
"09/01/2018 05:00:00 - 09/01/2018 06:00:00","BZN|FI","Without Sequence","28.25","",""
"09/01/2018 06:00:00 - 09/01/2018 07:00:00","BZN|FI","Without Sequence","28.99","",""
"09/01/2018 07:00:00 - 09/01/2018 08:00:00","BZN|FI","Without Sequence","39.05","",""
"09/01/2018 08:00:00 - 09/01/2018 09:00:00","BZN|FI","Without Sequence","39.07","",""
"09/01/2018 09:00:00 - 09/01/2018 10:00:00","BZN|FI","Without Sequence","39.44","",""
"09/01/2018 10:00:00 - 09/01/2018 11:00:00","BZN|FI","Without Sequence","39.48","",""
"09/01/2018 11:00:00 - 09/01/2018 12:00:00","BZN|FI","Without Sequence","40.59","",""
"09/01/2018 12:00:00 - 09/01/2018 13:00:00","BZN|FI","Without Sequence","39.87","",""
"09/01/2018 13:00:00 - 09/01/2018 14:00:00","BZN|FI","Without Sequence","40.00","",""
"09/01/2018 14:00:00 - 09/01/2018 15:00:00","BZN|FI","Without Sequence","39.63","",""
"09/01/2018 15:00:00 - 09/01/2018 16:00:00","BZN|FI","Without Sequence","40.70","",""
"09/01/2018 16:00:00 - 09/01/2018 17:00:00","BZN|FI","Without Sequence","42.17","",""
"09/01/2018 17:00:00 - 09/01/2018 18:00:00","BZN|FI","Without Sequence","42.21","",""
"09/01/2018 18:00:00 - 09/01/2018 19:00:00","BZN|FI","Without Sequence","42.09","",""
"09/01/2018 19:00:00 - 09/01/2018 20:00:00","BZN|FI","Without Sequence","31.50","",""
"09/01/2018 20:00:00 - 09/01/2018 21:00:00","BZN|FI","Without Sequence","30.59","",""
"09/01/2018 21:00:00 - 09/01/2018 22:00:00","BZN|FI","Without Sequence","30.15","",""
"09/01/2018 22:00:00 - 09/01/2018 23:00:00","BZN|FI","Without Sequence","29.23","",""
"09/01/2018 23:00:00 - 10/01/2018 00:00:00","BZN|FI","Without Sequence","28.56","",""
"10/01/2018 00:00:00 - 10/01/2018 01:00:00","BZN|FI","Without Sequence","28.87","",""
"10/01/2018 01:00:00 - 10/01/2018 02:00:00","BZN|FI","Without Sequence","28.30","",""
"10/01/2018 02:00:00 - 10/01/2018 03:00:00","BZN|FI","Without Sequence","27.95","",""
"10/01/2018 03:00:00 - 10/01/2018 04:00:00","BZN|FI","Without Sequence","27.57","",""
"10/01/2018 04:00:00 - 10/01/2018 05:00:00","BZN|FI","Without Sequence","28.04","",""
"10/01/2018 05:00:00 - 10/01/2018 06:00:00","BZN|FI","Without Sequence","30.17","",""
"10/01/2018 06:00:00 - 10/01/2018 07:00:00","BZN|FI","Without Sequence","36.62","",""
"10/01/2018 07:00:00 - 10/01/2018 08:00:00","BZN|FI","Without Sequence","44.01","",""
"10/01/2018 08:00:00 - 10/01/2018 09:00:00","BZN|FI","Without Sequence","47.98","",""
"10/01/2018 09:00:00 - 10/01/2018 10:00:00","BZN|FI","Without Sequence","47.98","",""
"10/01/2018 10:00:00 - 10/01/2018 11:00:00","BZN|FI","Without Sequence","48.04","",""
"10/01/2018 11:00:00 - 10/01/2018 12:00:00","BZN|FI","Without Sequence","47.78","",""
"10/01/2018 12:00:00 - 10/01/2018 13:00:00","BZN|FI","Without Sequence","47.09","",""
"10/01/2018 13:00:00 - 10/01/2018 14:00:00","BZN|FI","Without Sequence","44.15","",""
"10/01/2018 14:00:00 - 10/01/2018 15:00:00","BZN|FI","Without Sequence","46.02","",""
"10/01/2018 15:00:00 - 10/01/2018 16:00:00","BZN|FI","Without Sequence","48.03","",""
"10/01/2018 16:00:00 - 10/01/2018 17:00:00","BZN|FI","Without Sequence","48.90","",""
"10/01/2018 17:00:00 - 10/01/2018 18:00:00","BZN|FI","Without Sequence","51.90","",""
"10/01/2018 18:00:00 - 10/01/2018 19:00:00","BZN|FI","Without Sequence","52.69","",""
"10/01/2018 19:00:00 - 10/01/2018 20:00:00","BZN|FI","Without Sequence","44.94","",""
"10/01/2018 20:00:00 - 10/01/2018 21:00:00","BZN|FI","Without Sequence","39.72","",""
"10/01/2018 21:00:00 - 10/01/2018 22:00:00","BZN|FI","Without Sequence","35.81","",""
"10/01/2018 22:00:00 - 10/01/2018 23:00:00","BZN|FI","Without Sequence","31.92","",""
"10/01/2018 23:00:00 - 11/01/2018 00:00:00","BZN|FI","Without Sequence","30.34","",""
"11/01/2018 00:00:00 - 11/01/2018 01:00:00","BZN|FI","Without Sequence","31.01","",""
"11/01/2018 01:00:00 - 11/01/2018 02:00:00","BZN|FI","Without Sequence","30.03","",""
"11/01/2018 02:00:00 - 11/01/2018 03:00:00","BZN|FI","Without Sequence","29.86","",""
"11/01/2018 03:00:00 - 11/01/2018 04:00:00","BZN|FI","Without Sequence","29.97","",""
"11/01/2018 04:00:00 - 11/01/2018 05:00:00","BZN|FI","Without Sequence","30.95","",""
"11/01/2018 05:00:00 - 11/01/2018 06:00:00","BZN|FI","Without Sequence","33.24","",""
"11/01/2018 06:00:00 - 11/01/2018 07:00:00","BZN|FI","Without Sequence","39.44","",""
"11/01/2018 07:00:00 - 11/01/2018 08:00:00","BZN|FI","Without Sequence","51.37","",""
"11/01/2018 08:00:00 - 11/01/2018 09:00:00","BZN|FI","Without Sequence","55.65","",""
"11/01/2018 09:00:00 - 11/01/2018 10:00:00","BZN|FI","Without Sequence","55.11","",""
"11/01/2018 10:00:00 - 11/01/2018 11:00:00","BZN|FI","Without Sequence","55.13","",""
"11/01/2018 11:00:00 - 11/01/2018 12:00:00","BZN|FI","Without Sequence","54.57","",""
"11/01/2018 12:00:00 - 11/01/2018 13:00:00","BZN|FI","Without Sequence","52.86","",""
"11/01/2018 13:00:00 - 11/01/2018 14:00:00","BZN|FI","Without Sequence","46.87","",""
"11/01/2018 14:00:00 - 11/01/2018 15:00:00","BZN|FI","Without Sequence","49.91","",""
"11/01/2018 15:00:00 - 11/01/2018 16:00:00","BZN|FI","Without Sequence","52.28","",""
"11/01/2018 16:00:00 - 11/01/2018 17:00:00","BZN|FI","Without Sequence","54.81","",""
"11/01/2018 17:00:00 - 11/01/2018 18:00:00","BZN|FI","Without Sequence","56.38","",""
"11/01/2018 18:00:00 - 11/01/2018 19:00:00","BZN|FI","Without Sequence","56.10","",""
"11/01/2018 19:00:00 - 11/01/2018 20:00:00","BZN|FI","Without Sequence","40.06","",""
"11/01/2018 20:00:00 - 11/01/2018 21:00:00","BZN|FI","Without Sequence","35.14","",""
"11/01/2018 21:00:00 - 11/01/2018 22:00:00","BZN|FI","Without Sequence","33.14","",""
"11/01/2018 22:00:00 - 11/01/2018 23:00:00","BZN|FI","Without Sequence","31.05","",""
"11/01/2018 23:00:00 - 12/01/2018 00:00:00","BZN|FI","Without Sequence","30.06","",""
"12/01/2018 00:00:00 - 12/01/2018 01:00:00","BZN|FI","Without Sequence","30.00","",""
"12/01/2018 01:00:00 - 12/01/2018 02:00:00","BZN|FI","Without Sequence","29.42","",""
"12/01/2018 02:00:00 - 12/01/2018 03:00:00","BZN|FI","Without Sequence","29.20","",""
"12/01/2018 03:00:00 - 12/01/2018 04:00:00","BZN|FI","Without Sequence","29.18","",""
"12/01/2018 04:00:00 - 12/01/2018 05:00:00","BZN|FI","Without Sequence","29.60","",""
"12/01/2018 05:00:00 - 12/01/2018 06:00:00","BZN|FI","Without Sequence","31.22","",""
"12/01/2018 06:00:00 - 12/01/2018 07:00:00","BZN|FI","Without Sequence","38.52","",""
"12/01/2018 07:00:00 - 12/01/2018 08:00:00","BZN|FI","Without Sequence","46.82","",""
"12/01/2018 08:00:00 - 12/01/2018 09:00:00","BZN|FI","Without Sequence","47.08","",""
"12/01/2018 09:00:00 - 12/01/2018 10:00:00","BZN|FI","Without Sequence","44.35","",""
"12/01/2018 10:00:00 - 12/01/2018 11:00:00","BZN|FI","Without Sequence","43.57","",""
"12/01/2018 11:00:00 - 12/01/2018 12:00:00","BZN|FI","Without Sequence","43.44","",""
"12/01/2018 12:00:00 - 12/01/2018 13:00:00","BZN|FI","Without Sequence","39.58","",""
