"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2020 15:00:00 - 02/01/2020 16:00:00","BZN|FI","Without Sequence","30.96","",""
"02/01/2020 16:00:00 - 02/01/2020 17:00:00","BZN|FI","Without Sequence","31.20","",""
"02/01/2020 17:00:00 - 02/01/2020 18:00:00","BZN|FI","Without Sequence","30.98","",""
"02/01/2020 18:00:00 - 02/01/2020 19:00:00","BZN|FI","Without Sequence","30.35","",""
"02/01/2020 19:00:00 - 02/01/2020 20:00:00","BZN|FI","Without Sequence","29.27","",""
"02/01/2020 20:00:00 - 02/01/2020 21:00:00","BZN|FI","Without Sequence","28.17","",""
"02/01/2020 21:00:00 - 02/01/2020 22:00:00","BZN|FI","Without Sequence","28.02","",""
"02/01/2020 22:00:00 - 02/01/2020 23:00:00","BZN|FI","Without Sequence","27.69","",""
"02/01/2020 23:00:00 - 03/01/2020 00:00:00","BZN|FI","Without Sequence","24.39","",""
"03/01/2020 00:00:00 - 03/01/2020 01:00:00","BZN|FI","Without Sequence","18.93","",""
"03/01/2020 01:00:00 - 03/01/2020 02:00:00","BZN|FI","Without Sequence","9.98","",""
"03/01/2020 02:00:00 - 03/01/2020 03:00:00","BZN|FI","Without Sequence","1.53","",""
"03/01/2020 03:00:00 - 03/01/2020 04:00:00","BZN|FI","Without Sequence","0.14","",""
"03/01/2020 04:00:00 - 03/01/2020 05:00:00","BZN|FI","Without Sequence","0.85","",""
"03/01/2020 05:00:00 - 03/01/2020 06:00:00","BZN|FI","Without Sequence","9.92","",""
"03/01/2020 06:00:00 - 03/01/2020 07:00:00","BZN|FI","Without Sequence","24.48","",""
"03/01/2020 07:00:00 - 03/01/2020 08:00:00","BZN|FI","Without Sequence","26.68","",""
"03/01/2020 08:00:00 - 03/01/2020 09:00:00","BZN|FI","Without Sequence","28.12","",""
"03/01/2020 09:00:00 - 03/01/2020 10:00:00","BZN|FI","Without Sequence","28.58","",""
"03/01/2020 10:00:00 - 03/01/2020 11:00:00","BZN|FI","Without Sequence","28.16","",""
"03/01/2020 11:00:00 - 03/01/2020 12:00:00","BZN|FI","Without Sequence","28.78","",""
"03/01/2020 12:00:00 - 03/01/2020 13:00:00","BZN|FI","Without Sequence","28.31","",""
"03/01/2020 13:00:00 - 03/01/2020 14:00:00","BZN|FI","Without Sequence","28.44","",""
"03/01/2020 14:00:00 - 03/01/2020 15:00:00","BZN|FI","Without Sequence","28.96","",""
"03/01/2020 15:00:00 - 03/01/2020 16:00:00","BZN|FI","Without Sequence","29.86","",""
"03/01/2020 16:00:00 - 03/01/2020 17:00:00","BZN|FI","Without Sequence","30.15","",""
"03/01/2020 17:00:00 - 03/01/2020 18:00:00","BZN|FI","Without Sequence","30.07","",""
"03/01/2020 18:00:00 - 03/01/2020 19:00:00","BZN|FI","Without Sequence","29.54","",""
"03/01/2020 19:00:00 - 03/01/2020 20:00:00","BZN|FI","Without Sequence","29.11","",""
"03/01/2020 20:00:00 - 03/01/2020 21:00:00","BZN|FI","Without Sequence","27.91","",""
"03/01/2020 21:00:00 - 03/01/2020 22:00:00","BZN|FI","Without Sequence","27.03","",""
"03/01/2020 22:00:00 - 03/01/2020 23:00:00","BZN|FI","Without Sequence","25.70","",""
"03/01/2020 23:00:00 - 04/01/2020 00:00:00","BZN|FI","Without Sequence","22.04","",""
"04/01/2020 00:00:00 - 04/01/2020 01:00:00","BZN|FI","Without Sequence","21.73","",""
"04/01/2020 01:00:00 - 04/01/2020 02:00:00","BZN|FI","Without Sequence","15.95","",""
"04/01/2020 02:00:00 - 04/01/2020 03:00:00","BZN|FI","Without Sequence","16.23","",""
"04/01/2020 03:00:00 - 04/01/2020 04:00:00","BZN|FI","Without Sequence","6.45","",""
"04/01/2020 04:00:00 - 04/01/2020 05:00:00","BZN|FI","Without Sequence","3.83","",""
"04/01/2020 05:00:00 - 04/01/2020 06:00:00","BZN|FI","Without Sequence","4.03","",""
"04/01/2020 06:00:00 - 04/01/2020 07:00:00","BZN|FI","Without Sequence","4.04","",""
"04/01/2020 07:00:00 - 04/01/2020 08:00:00","BZN|FI","Without Sequence","19.07","",""
"04/01/2020 08:00:00 - 04/01/2020 09:00:00","BZN|FI","Without Sequence","17.49","",""
"04/01/2020 09:00:00 - 04/01/2020 10:00:00","BZN|FI","Without Sequence","24.18","",""
"04/01/2020 10:00:00 - 04/01/2020 11:00:00","BZN|FI","Without Sequence","24.94","",""
"04/01/2020 11:00:00 - 04/01/2020 12:00:00","BZN|FI","Without Sequence","25.11","",""
"04/01/2020 12:00:00 - 04/01/2020 13:00:00","BZN|FI","Without Sequence","24.94","",""
"04/01/2020 13:00:00 - 04/01/2020 14:00:00","BZN|FI","Without Sequence","24.95","",""
"04/01/2020 14:00:00 - 04/01/2020 15:00:00","BZN|FI","Without Sequence","25.25","",""
"04/01/2020 15:00:00 - 04/01/2020 16:00:00","BZN|FI","Without Sequence","26.33","",""
"04/01/2020 16:00:00 - 04/01/2020 17:00:00","BZN|FI","Without Sequence","27.36","",""
"04/01/2020 17:00:00 - 04/01/2020 18:00:00","BZN|FI","Without Sequence","28.88","",""
"04/01/2020 18:00:00 - 04/01/2020 19:00:00","BZN|FI","Without Sequence","29.58","",""
"04/01/2020 19:00:00 - 04/01/2020 20:00:00","BZN|FI","Without Sequence","29.42","",""
"04/01/2020 20:00:00 - 04/01/2020 21:00:00","BZN|FI","Without Sequence","27.71","",""
"04/01/2020 21:00:00 - 04/01/2020 22:00:00","BZN|FI","Without Sequence","27.40","",""
"04/01/2020 22:00:00 - 04/01/2020 23:00:00","BZN|FI","Without Sequence","27.37","",""
"04/01/2020 23:00:00 - 05/01/2020 00:00:00","BZN|FI","Without Sequence","25.77","",""
"05/01/2020 00:00:00 - 05/01/2020 01:00:00","BZN|FI","Without Sequence","26.65","",""
"05/01/2020 01:00:00 - 05/01/2020 02:00:00","BZN|FI","Without Sequence","27.13","",""
"05/01/2020 02:00:00 - 05/01/2020 03:00:00","BZN|FI","Without Sequence","27.11","",""
"05/01/2020 03:00:00 - 05/01/2020 04:00:00","BZN|FI","Without Sequence","27.42","",""
"05/01/2020 04:00:00 - 05/01/2020 05:00:00","BZN|FI","Without Sequence","28.06","",""
"05/01/2020 05:00:00 - 05/01/2020 06:00:00","BZN|FI","Without Sequence","28.85","",""
"05/01/2020 06:00:00 - 05/01/2020 07:00:00","BZN|FI","Without Sequence","29.26","",""
"05/01/2020 07:00:00 - 05/01/2020 08:00:00","BZN|FI","Without Sequence","29.98","",""
"05/01/2020 08:00:00 - 05/01/2020 09:00:00","BZN|FI","Without Sequence","31.06","",""
"05/01/2020 09:00:00 - 05/01/2020 10:00:00","BZN|FI","Without Sequence","31.18","",""
"05/01/2020 10:00:00 - 05/01/2020 11:00:00","BZN|FI","Without Sequence","31.60","",""
"05/01/2020 11:00:00 - 05/01/2020 12:00:00","BZN|FI","Without Sequence","31.55","",""
"05/01/2020 12:00:00 - 05/01/2020 13:00:00","BZN|FI","Without Sequence","31.22","",""
"05/01/2020 13:00:00 - 05/01/2020 14:00:00","BZN|FI","Without Sequence","30.93","",""
"05/01/2020 14:00:00 - 05/01/2020 15:00:00","BZN|FI","Without Sequence","30.67","",""
"05/01/2020 15:00:00 - 05/01/2020 16:00:00","BZN|FI","Without Sequence","30.79","",""
"05/01/2020 16:00:00 - 05/01/2020 17:00:00","BZN|FI","Without Sequence","31.16","",""
"05/01/2020 17:00:00 - 05/01/2020 18:00:00","BZN|FI","Without Sequence","31.53","",""
"05/01/2020 18:00:00 - 05/01/2020 19:00:00","BZN|FI","Without Sequence","31.10","",""
"05/01/2020 19:00:00 - 05/01/2020 20:00:00","BZN|FI","Without Sequence","30.42","",""
"05/01/2020 20:00:00 - 05/01/2020 21:00:00","BZN|FI","Without Sequence","29.87","",""
"05/01/2020 21:00:00 - 05/01/2020 22:00:00","BZN|FI","Without Sequence","29.24","",""
"05/01/2020 22:00:00 - 05/01/2020 23:00:00","BZN|FI","Without Sequence","28.16","",""
"05/01/2020 23:00:00 - 06/01/2020 00:00:00","BZN|FI","Without Sequence","26.68","",""
"06/01/2020 00:00:00 - 06/01/2020 01:00:00","BZN|FI","Without Sequence","26.42","",""
"06/01/2020 01:00:00 - 06/01/2020 02:00:00","BZN|FI","Without Sequence","26.50","",""
"06/01/2020 02:00:00 - 06/01/2020 03:00:00","BZN|FI","Without Sequence","27.01","",""
"06/01/2020 03:00:00 - 06/01/2020 04:00:00","BZN|FI","Without Sequence","27.06","",""
"06/01/2020 04:00:00 - 06/01/2020 05:00:00","BZN|FI","Without Sequence","27.03","",""
"06/01/2020 05:00:00 - 06/01/2020 06:00:00","BZN|FI","Without Sequence","27.62","",""
"06/01/2020 06:00:00 - 06/01/2020 07:00:00","BZN|FI","Without Sequence","28.16","",""
"06/01/2020 07:00:00 - 06/01/2020 08:00:00","BZN|FI","Without Sequence","29.08","",""
"06/01/2020 08:00:00 - 06/01/2020 09:00:00","BZN|FI","Without Sequence","29.73","",""
"06/01/2020 09:00:00 - 06/01/2020 10:00:00","BZN|FI","Without Sequence","30.52","",""
"06/01/2020 10:00:00 - 06/01/2020 11:00:00","BZN|FI","Without Sequence","31.12","",""
"06/01/2020 11:00:00 - 06/01/2020 12:00:00","BZN|FI","Without Sequence","31.23","",""
"06/01/2020 12:00:00 - 06/01/2020 13:00:00","BZN|FI","Without Sequence","31.19","",""
"06/01/2020 13:00:00 - 06/01/2020 14:00:00","BZN|FI","Without Sequence","31.08","",""
"06/01/2020 14:00:00 - 06/01/2020 15:00:00","BZN|FI","Without Sequence","31.21","",""
"06/01/2020 15:00:00 - 06/01/2020 16:00:00","BZN|FI","Without Sequence","31.30","",""
"06/01/2020 16:00:00 - 06/01/2020 17:00:00","BZN|FI","Without Sequence","31.76","",""
"06/01/2020 17:00:00 - 06/01/2020 18:00:00","BZN|FI","Without Sequence","31.74","",""
"06/01/2020 18:00:00 - 06/01/2020 19:00:00","BZN|FI","Without Sequence","31.31","",""
"06/01/2020 19:00:00 - 06/01/2020 20:00:00","BZN|FI","Without Sequence","30.95","",""
"06/01/2020 20:00:00 - 06/01/2020 21:00:00","BZN|FI","Without Sequence","30.58","",""
"06/01/2020 21:00:00 - 06/01/2020 22:00:00","BZN|FI","Without Sequence","30.28","",""
"06/01/2020 22:00:00 - 06/01/2020 23:00:00","BZN|FI","Without Sequence","29.46","",""
"06/01/2020 23:00:00 - 07/01/2020 00:00:00","BZN|FI","Without Sequence","28.19","",""
"07/01/2020 00:00:00 - 07/01/2020 01:00:00","BZN|FI","Without Sequence","27.16","",""
"07/01/2020 01:00:00 - 07/01/2020 02:00:00","BZN|FI","Without Sequence","27.08","",""
"07/01/2020 02:00:00 - 07/01/2020 03:00:00","BZN|FI","Without Sequence","27.02","",""
"07/01/2020 03:00:00 - 07/01/2020 04:00:00","BZN|FI","Without Sequence","26.98","",""
"07/01/2020 04:00:00 - 07/01/2020 05:00:00","BZN|FI","Without Sequence","27.18","",""
"07/01/2020 05:00:00 - 07/01/2020 06:00:00","BZN|FI","Without Sequence","28.80","",""
"07/01/2020 06:00:00 - 07/01/2020 07:00:00","BZN|FI","Without Sequence","29.96","",""
"07/01/2020 07:00:00 - 07/01/2020 08:00:00","BZN|FI","Without Sequence","30.96","",""
"07/01/2020 08:00:00 - 07/01/2020 09:00:00","BZN|FI","Without Sequence","31.15","",""
"07/01/2020 09:00:00 - 07/01/2020 10:00:00","BZN|FI","Without Sequence","30.95","",""
"07/01/2020 10:00:00 - 07/01/2020 11:00:00","BZN|FI","Without Sequence","30.70","",""
"07/01/2020 11:00:00 - 07/01/2020 12:00:00","BZN|FI","Without Sequence","30.57","",""
"07/01/2020 12:00:00 - 07/01/2020 13:00:00","BZN|FI","Without Sequence","30.48","",""
"07/01/2020 13:00:00 - 07/01/2020 14:00:00","BZN|FI","Without Sequence","30.49","",""
"07/01/2020 14:00:00 - 07/01/2020 15:00:00","BZN|FI","Without Sequence","30.50","",""
"07/01/2020 15:00:00 - 07/01/2020 16:00:00","BZN|FI","Without Sequence","30.84","",""
"07/01/2020 16:00:00 - 07/01/2020 17:00:00","BZN|FI","Without Sequence","30.71","",""
"07/01/2020 17:00:00 - 07/01/2020 18:00:00","BZN|FI","Without Sequence","30.54","",""
"07/01/2020 18:00:00 - 07/01/2020 19:00:00","BZN|FI","Without Sequence","30.18","",""
"07/01/2020 19:00:00 - 07/01/2020 20:00:00","BZN|FI","Without Sequence","29.46","",""
"07/01/2020 20:00:00 - 07/01/2020 21:00:00","BZN|FI","Without Sequence","28.63","",""
"07/01/2020 21:00:00 - 07/01/2020 22:00:00","BZN|FI","Without Sequence","27.98","",""
"07/01/2020 22:00:00 - 07/01/2020 23:00:00","BZN|FI","Without Sequence","26.93","",""
"07/01/2020 23:00:00 - 08/01/2020 00:00:00","BZN|FI","Without Sequence","24.21","",""
"08/01/2020 00:00:00 - 08/01/2020 01:00:00","BZN|FI","Without Sequence","18.95","",""
"08/01/2020 01:00:00 - 08/01/2020 02:00:00","BZN|FI","Without Sequence","4.96","",""
"08/01/2020 02:00:00 - 08/01/2020 03:00:00","BZN|FI","Without Sequence","0.10","",""
"08/01/2020 03:00:00 - 08/01/2020 04:00:00","BZN|FI","Without Sequence","0.11","",""
"08/01/2020 04:00:00 - 08/01/2020 05:00:00","BZN|FI","Without Sequence","1.75","",""
"08/01/2020 05:00:00 - 08/01/2020 06:00:00","BZN|FI","Without Sequence","20.74","",""
"08/01/2020 06:00:00 - 08/01/2020 07:00:00","BZN|FI","Without Sequence","25.57","",""
"08/01/2020 07:00:00 - 08/01/2020 08:00:00","BZN|FI","Without Sequence","26.99","",""
"08/01/2020 08:00:00 - 08/01/2020 09:00:00","BZN|FI","Without Sequence","27.34","",""
"08/01/2020 09:00:00 - 08/01/2020 10:00:00","BZN|FI","Without Sequence","27.24","",""
"08/01/2020 10:00:00 - 08/01/2020 11:00:00","BZN|FI","Without Sequence","27.25","",""
"08/01/2020 11:00:00 - 08/01/2020 12:00:00","BZN|FI","Without Sequence","27.27","",""
"08/01/2020 12:00:00 - 08/01/2020 13:00:00","BZN|FI","Without Sequence","27.29","",""
"08/01/2020 13:00:00 - 08/01/2020 14:00:00","BZN|FI","Without Sequence","27.38","",""
"08/01/2020 14:00:00 - 08/01/2020 15:00:00","BZN|FI","Without Sequence","27.65","",""
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|FI","Without Sequence","28.44","",""
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|FI","Without Sequence","28.88","",""
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|FI","Without Sequence","29.02","",""
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|FI","Without Sequence","28.95","",""
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|FI","Without Sequence","28.72","",""
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|FI","Without Sequence","27.33","",""
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|FI","Without Sequence","27.06","",""
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|FI","Without Sequence","26.27","",""
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|FI","Without Sequence","24.29","",""
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|FI","Without Sequence","21.42","",""
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|FI","Without Sequence","20.56","",""
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|FI","Without Sequence","19.98","",""
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|FI","Without Sequence","21.08","",""
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|FI","Without Sequence","23.33","",""
"09/01/2020 05:00:00 - 09/01/2020 06:00:00","BZN|FI","Without Sequence","26.24","",""
"09/01/2020 06:00:00 - 09/01/2020 07:00:00","BZN|FI","Without Sequence","26.60","",""
"09/01/2020 07:00:00 - 09/01/2020 08:00:00","BZN|FI","Without Sequence","27.70","",""
"09/01/2020 08:00:00 - 09/01/2020 09:00:00","BZN|FI","Without Sequence","28.25","",""
"09/01/2020 09:00:00 - 09/01/2020 10:00:00","BZN|FI","Without Sequence","28.31","",""
"09/01/2020 10:00:00 - 09/01/2020 11:00:00","BZN|FI","Without Sequence","28.40","",""
"09/01/2020 11:00:00 - 09/01/2020 12:00:00","BZN|FI","Without Sequence","28.37","",""
"09/01/2020 12:00:00 - 09/01/2020 13:00:00","BZN|FI","Without Sequence","28.29","",""
"09/01/2020 13:00:00 - 09/01/2020 14:00:00","BZN|FI","Without Sequence","28.37","",""
"09/01/2020 14:00:00 - 09/01/2020 15:00:00","BZN|FI","Without Sequence","30.90","",""
"09/01/2020 15:00:00 - 09/01/2020 16:00:00","BZN|FI","Without Sequence","31.10","",""
"09/01/2020 16:00:00 - 09/01/2020 17:00:00","BZN|FI","Without Sequence","32.59","",""
"09/01/2020 17:00:00 - 09/01/2020 18:00:00","BZN|FI","Without Sequence","42.85","",""
"09/01/2020 18:00:00 - 09/01/2020 19:00:00","BZN|FI","Without Sequence","40.72","",""
"09/01/2020 19:00:00 - 09/01/2020 20:00:00","BZN|FI","Without Sequence","28.33","",""
"09/01/2020 20:00:00 - 09/01/2020 21:00:00","BZN|FI","Without Sequence","27.64","",""
"09/01/2020 21:00:00 - 09/01/2020 22:00:00","BZN|FI","Without Sequence","27.55","",""
"09/01/2020 22:00:00 - 09/01/2020 23:00:00","BZN|FI","Without Sequence","26.90","",""
"09/01/2020 23:00:00 - 10/01/2020 00:00:00","BZN|FI","Without Sequence","26.41","",""
"10/01/2020 00:00:00 - 10/01/2020 01:00:00","BZN|FI","Without Sequence","26.07","",""
"10/01/2020 01:00:00 - 10/01/2020 02:00:00","BZN|FI","Without Sequence","25.95","",""
"10/01/2020 02:00:00 - 10/01/2020 03:00:00","BZN|FI","Without Sequence","25.81","",""
"10/01/2020 03:00:00 - 10/01/2020 04:00:00","BZN|FI","Without Sequence","25.89","",""
"10/01/2020 04:00:00 - 10/01/2020 05:00:00","BZN|FI","Without Sequence","26.20","",""
"10/01/2020 05:00:00 - 10/01/2020 06:00:00","BZN|FI","Without Sequence","27.46","",""
"10/01/2020 06:00:00 - 10/01/2020 07:00:00","BZN|FI","Without Sequence","42.00","",""
"10/01/2020 07:00:00 - 10/01/2020 08:00:00","BZN|FI","Without Sequence","44.56","",""
"10/01/2020 08:00:00 - 10/01/2020 09:00:00","BZN|FI","Without Sequence","47.40","",""
"10/01/2020 09:00:00 - 10/01/2020 10:00:00","BZN|FI","Without Sequence","43.78","",""
"10/01/2020 10:00:00 - 10/01/2020 11:00:00","BZN|FI","Without Sequence","39.04","",""
"10/01/2020 11:00:00 - 10/01/2020 12:00:00","BZN|FI","Without Sequence","36.14","",""
"10/01/2020 12:00:00 - 10/01/2020 13:00:00","BZN|FI","Without Sequence","37.72","",""
"10/01/2020 13:00:00 - 10/01/2020 14:00:00","BZN|FI","Without Sequence","39.01","",""
"10/01/2020 14:00:00 - 10/01/2020 15:00:00","BZN|FI","Without Sequence","43.78","",""
"10/01/2020 15:00:00 - 10/01/2020 16:00:00","BZN|FI","Without Sequence","45.98","",""
"10/01/2020 16:00:00 - 10/01/2020 17:00:00","BZN|FI","Without Sequence","45.60","",""
"10/01/2020 17:00:00 - 10/01/2020 18:00:00","BZN|FI","Without Sequence","44.54","",""
"10/01/2020 18:00:00 - 10/01/2020 19:00:00","BZN|FI","Without Sequence","46.72","",""
"10/01/2020 19:00:00 - 10/01/2020 20:00:00","BZN|FI","Without Sequence","30.01","",""
"10/01/2020 20:00:00 - 10/01/2020 21:00:00","BZN|FI","Without Sequence","27.60","",""
"10/01/2020 21:00:00 - 10/01/2020 22:00:00","BZN|FI","Without Sequence","27.05","",""
"10/01/2020 22:00:00 - 10/01/2020 23:00:00","BZN|FI","Without Sequence","26.42","",""
"10/01/2020 23:00:00 - 11/01/2020 00:00:00","BZN|FI","Without Sequence","25.88","",""
"11/01/2020 00:00:00 - 11/01/2020 01:00:00","BZN|FI","Without Sequence","26.53","",""
"11/01/2020 01:00:00 - 11/01/2020 02:00:00","BZN|FI","Without Sequence","26.02","",""
"11/01/2020 02:00:00 - 11/01/2020 03:00:00","BZN|FI","Without Sequence","25.82","",""
"11/01/2020 03:00:00 - 11/01/2020 04:00:00","BZN|FI","Without Sequence","25.61","",""
"11/01/2020 04:00:00 - 11/01/2020 05:00:00","BZN|FI","Without Sequence","25.41","",""
"11/01/2020 05:00:00 - 11/01/2020 06:00:00","BZN|FI","Without Sequence","25.32","",""
"11/01/2020 06:00:00 - 11/01/2020 07:00:00","BZN|FI","Without Sequence","25.25","",""
"11/01/2020 07:00:00 - 11/01/2020 08:00:00","BZN|FI","Without Sequence","25.41","",""
"11/01/2020 08:00:00 - 11/01/2020 09:00:00","BZN|FI","Without Sequence","25.67","",""
"11/01/2020 09:00:00 - 11/01/2020 10:00:00","BZN|FI","Without Sequence","25.93","",""
"11/01/2020 10:00:00 - 11/01/2020 11:00:00","BZN|FI","Without Sequence","25.85","",""
"11/01/2020 11:00:00 - 11/01/2020 12:00:00","BZN|FI","Without Sequence","25.54","",""
"11/01/2020 12:00:00 - 11/01/2020 13:00:00","BZN|FI","Without Sequence","25.19","",""
"11/01/2020 13:00:00 - 11/01/2020 14:00:00","BZN|FI","Without Sequence","25.01","",""
"11/01/2020 14:00:00 - 11/01/2020 15:00:00","BZN|FI","Without Sequence","24.87","",""
"11/01/2020 15:00:00 - 11/01/2020 16:00:00","BZN|FI","Without Sequence","25.17","",""
"11/01/2020 16:00:00 - 11/01/2020 17:00:00","BZN|FI","Without Sequence","25.55","",""
"11/01/2020 17:00:00 - 11/01/2020 18:00:00","BZN|FI","Without Sequence","25.65","",""
"11/01/2020 18:00:00 - 11/01/2020 19:00:00","BZN|FI","Without Sequence","25.42","",""
"11/01/2020 19:00:00 - 11/01/2020 20:00:00","BZN|FI","Without Sequence","24.78","",""
"11/01/2020 20:00:00 - 11/01/2020 21:00:00","BZN|FI","Without Sequence","24.11","",""
"11/01/2020 21:00:00 - 11/01/2020 22:00:00","BZN|FI","Without Sequence","23.16","",""
"11/01/2020 22:00:00 - 11/01/2020 23:00:00","BZN|FI","Without Sequence","21.33","",""
"11/01/2020 23:00:00 - 12/01/2020 00:00:00","BZN|FI","Without Sequence","19.31","",""
"12/01/2020 00:00:00 - 12/01/2020 01:00:00","BZN|FI","Without Sequence","20.11","",""
"12/01/2020 01:00:00 - 12/01/2020 02:00:00","BZN|FI","Without Sequence","19.37","",""
"12/01/2020 02:00:00 - 12/01/2020 03:00:00","BZN|FI","Without Sequence","18.36","",""
"12/01/2020 03:00:00 - 12/01/2020 04:00:00","BZN|FI","Without Sequence","18.34","",""
"12/01/2020 04:00:00 - 12/01/2020 05:00:00","BZN|FI","Without Sequence","18.16","",""
"12/01/2020 05:00:00 - 12/01/2020 06:00:00","BZN|FI","Without Sequence","18.66","",""
"12/01/2020 06:00:00 - 12/01/2020 07:00:00","BZN|FI","Without Sequence","17.39","",""
"12/01/2020 07:00:00 - 12/01/2020 08:00:00","BZN|FI","Without Sequence","18.22","",""
"12/01/2020 08:00:00 - 12/01/2020 09:00:00","BZN|FI","Without Sequence","22.10","",""
"12/01/2020 09:00:00 - 12/01/2020 10:00:00","BZN|FI","Without Sequence","23.93","",""
"12/01/2020 10:00:00 - 12/01/2020 11:00:00","BZN|FI","Without Sequence","24.23","",""
"12/01/2020 11:00:00 - 12/01/2020 12:00:00","BZN|FI","Without Sequence","24.84","",""
"12/01/2020 12:00:00 - 12/01/2020 13:00:00","BZN|FI","Without Sequence","24.45","",""
